,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
0,2060192100,2060002801,2060058500,0,0.0,105,¿îÁß·Î,0,000,0.0,,0.0,0.0,2060007101,,5,41130,206,000,-,NTIC20100618,,,TMPID3060042900,85.3928342508
1,2060192200,2060058500,2260004500,0,0.0,105,¿îÁß·Î,0,000,0.0,,0.0,0.0,2060007101,,5,41130,206,000,-,NTIC20100618,,TMPID3060042900,,1687.68895813
2,2060010700,2040000200,2060004900,0,0.0,101,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,101,0.0,0,0.0,0.0,,highway,5,00000,206,000,100,,,OEXT2040000200,OEXT2060004900,1212.52921566
3,2060010900,2040000200,2040000100,0,0.0,101,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,100,,,OEXT2040000200,OEXT2040000100,808.726907431
4,2060010800,2040000100,2040000200,0,0.0,101,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,100,,,OEXT2040000100,OEXT2040000200,807.439259265
5,2060007400,2060004100,2060002900,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004100,OEXT2060002900,473.077939633
6,2060009900,2060004600,2060004800,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,101,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004600,OEXT2060004800,313.996864157
7,2060009300,2060004100,2060004600,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,105,0.0,0,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004100,OEXT2060004600,250.451231249
8,2060010300,2060004100,2060004800,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004100,OEXT2060004800,453.871234466
9,2060011501,2060004900,1210000302,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004900,OEXT1210000302,5270.57694349
10,2060011401,1210000302,2060004900,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT1210000302,OEXT2060004900,5268.90823286
11,2060010500,2060004800,2060004900,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004800,OEXT2060004900,362.860770426
12,2060010400,2060004900,2060004800,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004900,OEXT2060004800,354.351661623
13,2060010200,2060004800,2060004100,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004800,OEXT2060004100,458.639850281
14,2060007300,2060002900,2060004100,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060002900,OEXT2060004100,478.349987567
15,2060011200,2060004900,2040000100,0,0.0,101,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,101,0.0,0,0.0,0.0,,highway,5,00000,206,000,100,,,OEXT2060004900,OEXT2040000100,1215.97381566
16,2060001201,2060002900,2060002901,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060002900,OEXT2060002901,2945.09634095
17,2060001101,2060002901,2060002900,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,000,0.0,5,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060002901,OEXT2060002900,2948.03193611
18,2060009400,2060004600,2060004100,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,101,0.0,0,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004600,OEXT2060004100,555.062441335
19,2060009700,2060004900,2060002900,0,0.0,101,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,101,0.0,5,0.0,0.0,,highway,5,00000,206,000,100,,,OEXT2060004900,OEXT2060002900,1297.32413132
20,2060009800,2060004800,2060004600,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,101,0.0,0,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004800,OEXT2060004600,704.328520418
21,2060011300,2040000100,2060004900,0,0.0,101,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,101,0.0,0,0.0,0.0,,highway,5,00000,206,000,100,,,OEXT2040000100,OEXT2060004900,830.376085261
22,2060010600,2060004900,2040000200,0,0.0,101,°æºÎ°í¼Óµµ·Î,0,101,0.0,0,0.0,0.0,,highway,5,00000,206,000,1,,,OEXT2060004900,OEXT2040000200,588.616215329
23,2060160600,2060052800,2060050700,0,0.0,107,Å¾°ñ2±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060052800,OEXT2060050700,194.580249799
24,2060159800,2060052700,2060050500,0,0.0,107,Å¾°ñ1±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060052700,OEXT2060050500,187.977427431
25,2060160400,2060052900,2060050600,0,0.0,107,¼Û¸²·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060052900,OEXT2060050600,198.226332984
26,2060124200,2060039300,2060002800,0,0.0,107,¼ÛÀ¯°ü±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,003,-,,,OEXT2060039300,OEXT2060002800,202.139848476
27,2060126300,2060002800,2060040700,0,0.0,107,-,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,003,-,,,OEXT2060002800,OEXT2060040700,233.161415877
28,2060095700,2060001500,2060030000,0,0.0,107,¼­´ç±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060001500,OEXT2060030000,44.9790778535
29,2060176500,2050001400,2050002000,0,0.0,107,µ¹¸¶·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2050001400,OEXT2050002000,134.172749275
30,2060155300,2060049400,2060049300,0,0.0,107,ÁßÅ¾±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060049400,OEXT2060049300,125.467198825
31,2060172700,2060054700,2050001400,0,0.0,107,µ¹¸¶·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060054700,OEXT2050001400,1649.31190987
